Timestamp,OTR or COTA?,Setting: ,Education,Years of experience,State ,City/town (or Country if not US),Zip code,Geographic area,My work is:,Average hours / week,My pay rate is,HOURLY RATE,Yearly income from this job,Benefits,"What certifications or special training you have, if applicable (leave blank if none)",Productivity expectations,Anything further you'd like to mention regarding salary?,Gender (for gender gap comparisons),Did you negotiate your rate?
2/12/2019 23:35:21,COTA,Hand Therapy,Associates,15+,OH,Cincinnati ,45255,Large metro area,Part time,15+,Hourly,27.00,"21,000.00",None,,N/A,,Female,No
2/13/2019 11:58:26,OT,"Acute, Inpatient, Rehab manager",Masters,10+,MA,Beverly,01915,City,Salary (exempt from overtime pay),40+,Salaried,42.45,"88,296.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,75%,,Male,No
2/16/2019 21:17:18,OT,"Early Intervention, Pediatric",Masters,3,AK,Covina,91722,City,Per visit,35+,Per visit,45.00,"82,000.00","Health insurance, Dental, Vision",,N/A,,Female,No
2/18/2019 12:30:57,OT,School system,Masters,New grad / less than a year,WA,Burien,98146,Large metro area,Full time,35+,Salaried,53.00,"72,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,N/A,"183 work days (10 months minus holidays) per year, pay is divided over a full year. I typically work 40+ hours, but our contract covers 7.5 per day. ",Female,No
2/19/2019 9:59:34,OT,School system,Masters,New grad / less than a year,MN,Minneapolis,55422,Large metro area,Full time,35+,Salaried,34.00,"51,000.00","Health insurance, Dental, Vision",,N/A,,Female,No
2/20/2019 10:08:49,OT,"Acute, Outpatient",Masters,New grad / less than a year,CA,San Francisco,94015,Large metro area,Full time,40+,Hourly,33.25,"69,160.00","401K or equivalent, Health insurance, Dental, CEU reimbursement",,75%,"Federal Facility, salary non-negotiable",Female,No
2/20/2019 15:15:53,OT,Pediatric,Masters,5+,VA,Virginia Beach ,23464,City,Full time,40+,Per visit,15.50,"70,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,Based on number of visits,We get a base salary and then paid per visit ,Female,No
2/20/2019 20:34:36,OT,SNF,Masters,10+,CA,Santa Ana,92706,City,Full time,30+,Hourly,42.42,"79,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,,Female,No
2/24/2019 0:34:14,OT,"Home health, Pediatric",Masters,New grad / less than a year,CO,Denver,80220,Large metro area,Per visit,35+,Per visit,57.00,"80,000.00","Health insurance, Dental, Vision, Disibility, CEU reimbursement",,Based on number of visits,,Female,No
2/24/2019 8:43:07,OT,Home health,Masters,10+,LA,Lafayette,70503,City,Full time,40+,Per visit,45.00,"93,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,75%,,Female,No
2/25/2019 21:59:17,COTA,Home health,Associates,New grad / less than a year,FL,Miami ,33193,City,Per visit,Varies,Per visit,30.00,"31,200.00",None,,N/A,,Female,No
2/26/2019 2:06:17,OT,SNF,Masters,New grad / less than a year,NM,Albuquerque,87113,City,PRN,15+,Hourly,45.00,"35,100.00",None,,N/A,variable hours,Female,No
2/27/2019 16:58:44,OT,Acute,Masters,New grad / less than a year,DE,Troy,48042,Large metro area,Part time,20+,Hourly,29.36,"36,000.00","Dental, Vision, CEU reimbursement",,60%,,Female,No
2/28/2019 9:44:15,OT,"Outpatient, Hand Therapy",Masters,New grad / less than a year,NV,Henderson,89014,City,Full time,40+,Salaried,33.65,"70,000.00","401K or equivalent, Health insurance, CEU reimbursement",,Based on number of visits,,Female,No
3/2/2019 12:39:38,OT,"Acute, Inpatient, Rehab",Masters,New grad / less than a year,IL,Melrose Park,60160,Town,Full time,40+,Hourly,31.00,"64,480.00","Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,,Male,No
3/2/2019 18:54:18,OT,"Inpatient, SNF, Pediatric",Masters,3,NV,Las Vegas,89166,City,Salary (exempt from overtime pay),35+,Salaried,45.00,"93,000.00","401K or equivalent, Health insurance, Vision, CEU reimbursement",,85%,,Prefer not to say,No
3/3/2019 17:01:50,OT,Hand Therapy,Masters,4,CA,San Francisco,94122,Large metro area,Contract,40+,Hourly,42.00,"85,000.00","401K or equivalent, Health insurance, CEU reimbursement","PAMS, HTC, CEAS, ",N/A,,Female,Yes
3/4/2019 1:53:33,OT,School system,Masters,3,AZ,Phoenix,85028,Large metro area,Contract,20+,Hourly,65.00,"45,000.00",None,,N/A,Try to interview at multiple places at once. I used an offer at one facility to increase the offer at a different one.,Female,Yes
3/4/2019 15:03:58,COTA,"Geriatrics, Non-profit PACE program",Associates,5+,CO,Colorado Springs,80909,Large metro area,Full time,40+,Hourly,27.75,"57,720.00","401K or equivalent, Health insurance, Dental, Vision, Tuition reimbursement, CEU reimbursement",Certificate in Gerontology; ACP 6 hour training in Urinary Incontinence,N/A,Disappointed in being told I am at my max pay range at 2 years at this company,Female,Yes
3/4/2019 23:21:45,OT,"Outpatient, Hand Therapy, Adult, Geriatrics",Masters,5+,CA,Oxnard,93036,City,Part time,35+,Hourly,42.00,"80,000.00","401K or equivalent, CEU reimbursement","CA Advanced Practice in Physical Agent Modalities and Hand Therapy, Saebo Trained, Custom splint fabrication",80%,,Female,Yes
3/6/2019 14:57:06,COTA,"Home health, Geriatrics",Associates,New grad / less than a year,SC,Columbia,29204,Large metro area,Full time,35+,Hourly,32.00,"64,064.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement","CPR, CPI",Based on number of visits,,Female,Yes
3/6/2019 20:20:20,OT,"Outpatient, Pediatric",Masters,1,IN,Evansvillr,47715,City,Self employed,30+,Hourly,43.00,"67,080.00",None,,Based on number of visits,,Female,Yes
3/6/2019 22:37:11,OT,Pediatric,Masters,1,ME,Lewiston,04240,City,Full time,Varies,Hourly,24.00,"37,440.00",None,,Based on number of visits,,Female,No
3/7/2019 12:41:05,OT,School system,Masters,5+,CA,Sherman Oaks,91401,City,Full time,35+,Salaried,43.99,"91,500.00","Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,I supervise the Occupational Therapy and Speech Language Therapy departments,Female,Yes
3/7/2019 12:43:14,OT,School system,Bachelors,20+,VA,Louisa,23093,Rural,Salary (exempt from overtime pay),35+,Contract,48.00,"69,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,,Female,No
3/7/2019 12:46:07,OT,Pediatric,Masters,1,VA,VIRGINIA BEACH,23462,Large metro area,Full time,40+,Salaried,35.00,"73,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,There is a quarterly bonus if we meet our quarterly number of visits/meeting quarterly budget,Female,No
3/7/2019 13:49:16,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,FL,Merritt Island,32952,City,Per visit,15+,Per visit,35.00,"28,000.00",None,,N/A,,Female,No
3/7/2019 13:59:20,OT,School system,Bachelors,15+,PA,Philadelphia Suburb,19047,City,Full time,40+,Salaried,35.49,"73,819.00","401K or equivalent, Health insurance, Dental, Disibility, Tuition reimbursement, CEU reimbursement",,70%,,Female,Yes
3/7/2019 17:22:59,OT,Pediatric,Masters,4,NJ,Summit,07055,Town,Full time,35+,Salaried,35.00,"62,500.00","401K or equivalent, Health insurance, CEU reimbursement",,80%,,Female,No
3/7/2019 17:42:42,OT,"Inpatient, Outpatient",Masters,New grad / less than a year,NH,Peterborough,03458,Rural,Full time,35+,Salaried,32.00,"63,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,N/A,,Female,Yes
3/7/2019 19:11:52,OT,Pediatric,Masters,5+,ME,Lewiston,04240,City,Full time,40+,Hourly,24.99,"34,000.00","Health insurance, Dental, CEU reimbursement",,75%,I get paid an hourly wage for time with clients only. So the expectation is for 30 hours of direct care. I tend to average more like 34 hours direct care and then stay a few hours to complete paperwork . Average work day is 8:00 - 5:00 with 6 - 7 hours of direct care.,Female,No
3/7/2019 19:13:21,COTA,"Outpatient, Pediatric",Bachelors,2,CA,Orange,92705,Large metro area,Part time,15+,Hourly,27.00,"25,272.00",None,,90%,,Female,No
3/7/2019 20:16:52,OT,"Inpatient, Outpatient",Masters,1,NJ,Neptune,07727,City,PRN,30+,PRN,55.00,,401K or equivalent,Therapeutic Listening ,90%,,Female,No
3/7/2019 20:49:38,OT,SNF,Masters,3,NY,yonkers,10705,City,Full time,40+,Salaried,36.00,"72,000.00","Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,,Female,Yes
3/7/2019 21:13:34,COTA,"SNF, Geriatrics",Associates,New grad / less than a year,TX,Town,76384,Rural,Full time,35+,Hourly,25.00,"47,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,90%,,Female,Yes
3/7/2019 22:37:17,OT,Pediatric,Masters,New grad / less than a year,IL,Arlington Heights,60005,Town,Full time,30+,Per visit,38.00,"63,232.00","Health insurance, Dental, Vision, CEU reimbursement",,Based on number of visits,,Female,No
3/7/2019 22:50:56,OT,"SNF, LTC, Geriatrics",Masters,1,AL,Birmingham,35213,Large metro area,Full time,35+,Hourly,33.66,"70,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,,Female,No
3/8/2019 1:14:57,OT,Academia/Higher education,OTD,5+,CA,Los Angeles ,90089,Large metro area,Full time,40+,Salaried,49.00,"102,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,N/A,,Female,No
3/8/2019 9:14:32,COTA,School system,Associates,5+,PA,Middletown,17057,Town,Full time,35+,Hourly,26.42,"35,000.00",Pension,,N/A,,Female,Yes
3/8/2019 16:18:16,OT,SNF,Masters,4,NY,Syracuse,13057,City,Full time,35+,Salaried,32.96,"68,556.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,,Female,No
3/8/2019 17:52:14,OT,"Acute, Inpatient",Masters,New grad / less than a year,MN,St. Cloud,56303,Town,Full time,30+,Salaried,30.00,"50,000.00","401K or equivalent, Health insurance, Dental",,60%,32 hours per week,Female,Yes
3/10/2019 1:07:18,OT,School system,Masters,New grad / less than a year,WA,Renton ,98056,Large metro area,Contract,30+,Hourly,53.00,"63,000.00",None,,N/A,,Female,No
3/10/2019 9:14:48,OT,Home health,Masters,3,FL,Jacksonville,32259,Large metro area,PRN,Varies,PRN,65.00,"30,000.00",401K or equivalent,,N/A,"I am PRN per visit, also work HH as a contract 1099 with similar rates ",Female,No
3/10/2019 9:37:35,OT,Acute,Masters,New grad / less than a year,TX,Beaumont,77707,City,Full time,40+,Hourly,33.61,"69,900.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,85%,"I attempted to negotiate, but they didn't budge on my hourly rate. ",Female,No
3/10/2019 9:43:07,COTA,SNF,Associates,1,NC,Chapel Hill,27516,City,PRN,20+,PRN,37.00,"33,000.00",None,,N/A,,Female,No
3/10/2019 9:59:21,OT,Pediatric,Masters,3,MI,Farmington ,48335,Large metro area,Part time,15+,Hourly,27.00,"56,000.00",CEU reimbursement,,N/A,Building to full time,Female,No
3/10/2019 10:02:36,COTA,"Acute, SNF",Associates,3,WV,Wheeling,26003,City,Full time,40+,Hourly,21.00,"43,000.00","401K or equivalent, Health insurance, Dental",,70%,,Female,No
3/10/2019 10:02:44,OT,ALF,Masters,4,TN,Murfreesboro,37129,City,Full time,35+,Salaried,37.00,"68,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,75%,,Female,Yes
3/10/2019 10:05:52,COTA,Early Intervention,Associates,3,NM,Farmington,87401,City,Full time,30+,Hourly,20.00,"33,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",CEIM,Based on number of visits,,Female,No
3/10/2019 10:08:42,OT,Inpatient,Masters,2,MO,St. Louis,63026,Large metro area,Full time,40+,Hourly,33.50,"70,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,80%,,Female,No
3/10/2019 10:55:04,OT,Outpatient,Bachelors,20+,TX,Tyler,75771,City,PRN,25+,Hourly,50.00,,None,,80%,,Female,No
3/10/2019 11:28:15,OT,Pediatric,Masters,2,OH,Dayton,45459,City,Full time,40+,Salaried,31.40,"65,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,80%,,Female,No
3/10/2019 11:39:10,OT,"Outpatient, Hand Therapy, Adult",Masters,5+,CO,Loveland,80538,City,Full time,40+,Salaried,42.00,"87,000.00","401K or equivalent, Health insurance, Dental, Vision",,N/A,"I work for the govt, so it is based on the GS pay scale",Female,No
3/10/2019 12:33:14,OT,"Acute, Outpatient",Masters,2,FL,Lake Wales,33853,Rural,Full time,40+,Hourly,33.94,"70,595.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,85%,,Female,No
3/10/2019 12:37:24,OT,Pediatric,Masters,5+,IL,Orland Park,60465,Town,Salary (exempt from overtime pay),40+,Salaried,41.34,"86,000.00","401K or equivalent, Health insurance, CEU reimbursement","Aquatic Therapy, SOS Feeding Therapy",Based on number of visits,,Female,Yes
3/10/2019 12:38:37,OT,Early Intervention,Bachelors,30+,TX,Baytown,77520,Town,Contract,40+,Hourly,45.00,"93,000.00",None,,85%,"Annual salary is based on full time, nevermissing a day of work.  Since I am a traveler, that salary won’t actually be achieved.  And I have no benefits. ",Female,No
3/10/2019 12:42:00,OT,Pediatric,OTD,1,OR,Beaverton,97005,Rural,Full time,40+,Salaried,33.50,"69,680.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,80%,,Female,No
3/10/2019 12:49:05,COTA,SNF,Associates,New grad / less than a year,TX,San antonio,78233,Large metro area,Full time,35+,Hourly,33.00,"65,000.00","401K or equivalent, Health insurance, Tuition reimbursement, CEU reimbursement",,95%,,Female,No
3/10/2019 12:51:46,OT,Acute,Masters,3,ID,Boise,83713,City,Full time,35+,Hourly,33.08,"68,806.00","401K or equivalent, Health insurance, Dental, Vision",,60%,,Female,No
3/10/2019 13:02:44,OT,"SNF, Geriatrics",Masters,5+,ND,Bismarck ,58503,City,Full time,35+,Hourly,30.00,"58,000.00","401K or equivalent, Health insurance, Dental",,85%,This is through a contract company not directly hired by the SNF,Female,No
3/10/2019 13:14:16,OT,"Home health, Geriatrics",Masters,5+,PA,Pittsburgh,15206,Large metro area,Contract,35+,Per visit,55.00,"57,000.00","Health insurance, CEU reimbursement",,Based on number of visits,per visit salaried - $1100 base rate for 20 visits/week and $55 for each additional,Female,Yes
3/10/2019 14:20:10,OT,School system,Masters,1,TX,Euless,76039,City,Full time,40+,Salaried,40.00,"59,840.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,70%,,Female,Yes
3/10/2019 14:56:33,OT,SNF,Masters,10+,PA,Abington,19001,Town,Salary (exempt from overtime pay),40+,Salaried,41.00,"85,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",Certified lymphedema therapist,85%,,Female,Yes
3/10/2019 15:04:46,OT,School system,Masters,4,NY,Staten Island,10309,City,Full time,35+,Salaried,44.00,"80,648.00","401K or equivalent, Health insurance, Dental, Vision, Tuition reimbursement, CEU reimbursement, 6 weeks Paid Parental Leave (Full salary)",,N/A,,Female,No
3/10/2019 17:15:20,OT,School system,Masters,New grad / less than a year,NY,nyc,11235,City,Full time,40+,Hourly,33.00,"60,000.00","401K or equivalent, Health insurance, Dental, Vision",,85%,,Female,No
3/10/2019 18:15:35,OT,SNF,Masters,5+,WA,Seattle,98116,Large metro area,PRN,10+,Hourly,50.00,"30,000.00",None,CLT,85%,,Female,No
3/10/2019 19:30:31,OT,Outpatient,Bachelors,25+,FL,Pensacola,32501,City,Full time,30+,Contract,45.00,"75,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",CHT,N/A,,Female,Yes
3/10/2019 19:47:01,OT,"Acute, Inpatient, Outpatient, Home health",Masters,3,IA,Cedar Rapids,52403,Town,Full time,30+,Hourly,31.00,"51,584.00","401K or equivalent, Health insurance, Dental, Vision, Disibility","KT tape certified, MFR training, cupping, vision rehab cert,",70%,NA,Female,Yes
3/10/2019 19:49:30,OT,Home health,Masters,5+,CA,LOS ANGELES,90035,Large metro area,Contract,15+,Per visit,90.00,"30,000.00",none because I am an independent contractor,LSVT BIG,N/A,,Female,Yes
3/10/2019 22:07:46,COTA,Academia/Higher education,Bachelors,5+,WA,Tacoma,98405,City,Full time,40+,Salaried,40.00,"72,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,,Female,No
3/11/2019 6:32:37,OT,Inpatient,Masters,4,TX,dallas,75035,City,PRN,15+,PRN,65.00,"33,800.00",None,,85%,55 base + 5 weekend incentive + 5 consecutive shift bonus ,Female,No
3/11/2019 12:07:56,OT,School system,Masters,4,CA,San Francisco,94107,Large metro area,Full time,35+,Hourly,49.50,"71,280.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement","Sensory Processing, HWT",N/A,I work 32 hours a week for 180 school days. ,Female,Yes
3/14/2019 20:46:45,OT,Inpatient,Masters,2,IL,Rockford,61108,City,Full time,40+,Salaried,32.00,"69,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,85%,,Female,Yes
3/15/2019 13:34:06,OT,Pediatric,Masters,2,KY,Berea,40403,Rural,Per visit,20+,Per visit,56.00,"58,000.00",CEU reimbursement,DPAM,Based on number of visits,,Female,No
3/16/2019 14:18:56,OT,School system,Bachelors,20+,MN,Maplewood,55082,Large metro area,Salary (exempt from overtime pay),30+,Contract,37.50,"48,000.00","Health insurance, Dental, Vision, Disibility, CEU reimbursement, 2 hours of law fees",,N/A,,Female,Yes
3/16/2019 19:42:12,OT,Pediatric,Masters,4,FL,Delray Beach,33446,City,PRN,10+,PRN,40.00,"20,000.00",None,,90%,,Female,No
3/16/2019 19:45:05,OT,"Early Intervention, Pediatric",Masters,4,FL,Delray Beach50,33446,City,Per visit,Varies,Hourly,50.00,"13,000.00",None,,N/A,,Female,No
3/17/2019 6:01:50,OT,"Consultant, Pediatric",Masters,3,CA,Los Angeles ,90035,Large metro area,Self employed,30+,Per visit,160.00,"117,000.00",None,Teaching credential ,N/A,Self employed ,Female,Yes
3/17/2019 9:20:20,OT,SNF,Masters,New grad / less than a year,NY,Westhampton,11977,Rural,Full time,40+,Hourly,37.00,"76,960.00","Health insurance, Dental, Vision, CEU reimbursement",,85%,,Male,No
3/17/2019 10:18:28,OT,"SNF, LTC, Geriatrics",Masters,New grad / less than a year,VT,Berlin,05602,Town,Full time,40+,Hourly,30.99,"63,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement, HSA",,80%,,Female,No
3/17/2019 21:45:06,OT,LTAC,Masters,1,MO,St. Louis,63128,Large metro area,Full time,40+,Hourly,27.00,"56,160.00","Health insurance, Dental, Tuition reimbursement",,80%,,Female,No
3/17/2019 21:47:29,OT,"Rehab manager, LTAC",Masters,3,MO,St. Louis,63128,Large metro area,Full time,40+,Salaried,38.00,"79,040.00","Health insurance, Dental, Tuition reimbursement",,60%,"40% patient care, 60% management",Female,Yes
3/17/2019 21:49:02,OT,Home health,Masters,5+,MO,St. Louis,63368,Large metro area,Salary (exempt from overtime pay),40+,Salaried,33.65,"70,000.00","401K or equivalent, Health insurance, Dental, 4 weeks PTO",,Based on number of visits,,Female,Yes
3/18/2019 13:04:45,OT,"Home health, Early Intervention, Pediatric",Masters,1,NC,Asheville,28803,City,Full time,40+,Salaried,29.00,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",Specialized training in ASD and IDD,Based on number of visits,Salary is based on number of visits accomplished monthly. Range is 54k - 63.6k ,Female,Yes
3/18/2019 21:35:00,OT,"Home health, Pediatric",Masters,New grad / less than a year,CO,Denver,80206,City,Per visit,30+,Per visit,51.00,"58,388.00",none until full time (25 visits/week),CE classes in oral motor feeding,Based on number of visits,,Female,Yes
3/19/2019 14:39:16,OT,Outpatient,Masters,New grad / less than a year,DC,washington,20037,Large metro area,Full time,40+,Salaried,36.00,"75,000.00","401K or equivalent, Dental, Vision",,Based on number of visits,,Female,No
3/19/2019 20:59:58,OT,"Outpatient, Adult",Masters,15+,KY,Florence ky ,41042,City,Part time,20+,Hourly,43.98,"43,739.20","401K or equivalent, Health insurance",,75%,,Female,No
3/19/2019 21:02:41,OT,SNF,Masters,15+,KY,Elsmere,41018,Town,PRN,10+,PRN,50.00,"26,000.00",None,,85%,,Female,No
3/20/2019 14:54:49,OT,Acute,Masters,4,LA,New Orleans,70112,City,Full time,40+,Hourly,29.00,"60,320.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,N/A,,Female,Yes
3/20/2019 16:45:47,OT,"SNF, LTC, Geriatrics",Masters,4,MN,new hope,55428,City,Full time,35+,Hourly,40.50,"73,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,85%,,Female,Yes
3/20/2019 16:53:31,OT,Acute,Masters,1,NJ,Trenton ,08620,City,Full time,35+,Salaried,35.00,"72,800.00","Health insurance, Dental, Vision, Disibility",,N/A,,Female,Yes
3/21/2019 9:37:38,OT,Rural generalist,Bachelors,New grad / less than a year,US Territory,Australia,4825,Rural,Full time,35+,Contract,34.00,"62,000.00",None,,N/A,,Female,No
3/22/2019 17:51:31,COTA,SNF,Bachelors,4,TX,Belton,76513,Town,Salary (exempt from overtime pay),40+,Salaried,35.00,"72,800.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,60%,I am a Rehab Director,Female,No
3/25/2019 16:03:28,OT,Pediatric,Masters,New grad / less than a year,TN,Murfreesboro,37130,City,Full time,35+,Per visit,31.56,"43,000.00","Health insurance, Dental, Vision, CEU reimbursement",,Based on number of visits,"Fee for service - get paid a set amount for evaluations and a set amount for treatments. JUST IMPLEMENTED: $15 pay if a patient ""no shows.""",Female,No
3/25/2019 19:56:09,OT,Geriatrics,Masters,New grad / less than a year,PA,Allentown,18104,Town,Full time,30+,Salaried,30.00,"51,000.00","401K or equivalent, Health insurance, Vision, Disibility, CEU reimbursement",,Based on number of visits,,Female,No
3/25/2019 22:30:45,OT,SNF,Masters,New grad / less than a year,IL,Prospect Heights,60070,Large metro area,Full time,40+,Hourly,37.00,"76,960.00","401K or equivalent, Health insurance, Dental, Vision",,85%,,Female,No
3/25/2019 22:33:21,OT,Acute,Masters,New grad / less than a year,IL,Park Ridge,60068,Large metro area,PRN,Varies,PRN,50.00,"14,400.00",401K or equivalent,,N/A,,Female,No
3/26/2019 10:05:40,OT,"SNF, LTC, Geriatrics",Masters,1,MD,silver spring,20902,City,Full time,40+,Hourly,45.00,"93,600.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,80%,,Female,Yes
3/26/2019 13:44:14,OT,SNF,Bachelors,20+,KS,Dallas ,75206,Large metro area,Full time,35+,Hourly,43.00,"78,000.00","401K or equivalent, Health insurance, CEU reimbursement",,85%,,Female,Yes
3/26/2019 16:11:35,OT,School system,Masters,New grad / less than a year,IL,Highland Park,60035,Large metro area,Full time,35+,Salaried,43.00,"58,007.00","401K or equivalent, Health insurance, Dental, Tuition reimbursement",,70%,"Salary based on teacher's union contract salary schedule based on education, negotiated prior work experience to 1 step higher (equivalent of 1 year of service).",Female,Yes
3/27/2019 17:41:57,OT,SNF,Masters,New grad / less than a year,TX,Port Arthur,77642,Rural,PRN,15+,PRN,50.00,"7,800.00",None,,90%,,Female,No
3/28/2019 0:23:28,OT,SNF,Masters,2,CA,Canoga Park ,91303,City,Full time,35+,Hourly,44.00,"78,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,85%,,Female,Yes
3/28/2019 9:53:35,OT,Home health,Masters,New grad / less than a year,CO,Denver,80202,City,Full time,25+,Per visit,58.00,"75,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",spanish language,N/A,,Female,No
3/28/2019 14:48:05,OT,SNF,Masters,New grad / less than a year,PA,Pittsburgh,15206,City,PRN,Varies,Hourly,50.00,"62,000.00",None,,85%,,Female,No
3/28/2019 22:16:04,OT,Pediatric,Masters,New grad / less than a year,IL,Effingham,62401,Town,Part time,25+,Hourly,38.00,"39,500.00","CEU reimbursement, Weekly stipend for health insurance ",,N/A,Building caseload. Will still get paid $38/hr at 40hr/week,Female,Yes
3/29/2019 10:19:37,OT,Early Intervention,Masters,2,MI,"Detroit, MI",48201,Large metro area,Contract,35+,Hourly,36.00,"47,000.00",CEU reimbursement,,N/A,,Female,Yes
3/29/2019 16:40:34,OT,Pediatric,Masters,New grad / less than a year,TX,El Paso,79912,City,Salary (exempt from overtime pay),40+,Salaried,33.65,"70,000.00","Health insurance, Dental, Vision, CEU reimbursement",,Based on number of visits,"2,000 Sign on Bonus and 1,000 yearly stipend for COTA supervision ",Male,Yes
3/31/2019 15:05:30,OT,"Acute, Outpatient",Masters,New grad / less than a year,FL,Miami,33129,Large metro area,Part time,35+,Hourly,31.71,"62,600.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,60%,,Female,No
4/2/2019 15:25:37,COTA,SNF,Associates,4,NV,Las Vegas,89139,City,Full time,35+,Hourly,34.00,"70,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement, clothing/uniform",,90%,,Female,Yes
4/2/2019 15:32:04,COTA,Acute,Associates,4,NV,Las Vegas,89149,City,PRN,Varies,PRN,40.00,"33,280.00",None,,85%,,Female,No
4/2/2019 17:45:26,OT,Inpatient,Masters,New grad / less than a year,VA,Reston,20194,City,Full time,35+,Hourly,34.21,"72,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",BLS,75%,,Female,Yes
4/2/2019 22:15:58,OT,Acute,Masters,1,NC,Fayetteville,28306,City,Full time,40+,Hourly,30.35,"63,128.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,,Female,Yes
4/2/2019 23:24:03,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,OR,Portland,97223,Large metro area,Full time,30+,Hourly,33.00,"61,776.00","401K or equivalent, Health insurance, Dental, CEU reimbursement",,N/A,,Female,Yes
4/4/2019 23:20:14,COTA,SNF,Associates,New grad / less than a year,CO,Aurora,80045,Large metro area,Full time,40+,Hourly,25.00,"52,000.00","Health insurance, Dental, Vision, Disibility",,85%,,Female,No
4/8/2019 18:27:11,OT,Early Intervention,OTD,New grad / less than a year,PA,Philadelphia,19107,City,Contract,25+,Per visit,80.00,"100,000.00",None,,Based on number of visits,,Female,No
4/8/2019 19:26:49,OT,"SNF, Geriatrics",Masters,New grad / less than a year,WA,Bellevue,98007,City,Full time,35+,Hourly,39.00,"71,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,85%,,Female,No
4/8/2019 20:46:22,COTA,Home health,Associates,5+,MS,Amory,38821,Rural,Full time,25+,Per visit,35.70,"56,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,Based on number of visits,,Female,No
4/9/2019 2:25:52,OT,"Acute, Inpatient, SNF, Adult",Masters,New grad / less than a year,CA,Sun Valley,91352,City,Full time,40+,Hourly,42.39,"88,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,75%,,Male,No
4/9/2019 17:24:51,COTA,Pediatric,Associates,5+,AZ,Cottonwood,86326,Rural,Full time,30+,Hourly,26.00,"40,500.00","401K or equivalent, CEU reimbursement",,N/A,,Female,No
4/9/2019 17:41:16,OT,School system,Bachelors,30+,CA,Yorba Linda,92867,City,Part time,25+,Hourly,80.00,"75,000.00",None,,90%,,Female,Yes
